Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[383]    0.0    0.00    0.00   62108         std::_Select1st<std::pair<int const, Protein*> >::operator()(std::pair<int const, Protein*> const&) const [383]
-----------------------------------------------
                0.00    0.00   62108/62108       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_S_key(std::_Rb_tree_node<std::pair<int const, Protein*> > const*) [385]
[384]    0.0    0.00    0.00   62108         std::_Rb_tree_node<std::pair<int const, Protein*> >::_M_valptr() const [384]
                0.00    0.00   62108/62108       __gnu_cxx::__aligned_membuf<std::pair<int const, Protein*> >::_M_ptr() const [381]
-----------------------------------------------
                0.00    0.00    1894/62108       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, Protein*> >*) [430]
                0.00    0.00    3789/62108       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_S_key(std::_Rb_tree_node_base const*) [640]
                0.00    0.00    3794/62108       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, Protein*> >*, std::_Rb_tree_node_base*, int const&) [338]
                0.00    0.00   52631/62108       std::_Rb_tree_iterator<std::pair<int const, Protein*> > std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, Protein*> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [115]
[385]    0.0    0.00    0.00   62108         std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_S_key(std::_Rb_tree_node<std::pair<int const, Protein*> > const*) [385]
                0.00    0.00   62108/62108       std::_Rb_tree_node<std::pair<int const, Protein*> >::_M_valptr() const [384]
                0.00    0.00   62108/62108       std::_Select1st<std::pair<int const, Protein*> >::operator()(std::pair<int const, Protein*> const&) const [383]
-----------------------------------------------
                0.00    0.00    9253/61000       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, int const&) [158]
                0.00    0.00   51747/61000       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::size() const [454]
[386]    0.0    0.00    0.00   61000         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::size() const [386]
-----------------------------------------------
                0.00    0.00   56577/56577       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [395]
[387]    0.0    0.00    0.00   56577         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [387]
-----------------------------------------------
                0.00    0.00   56577/56577       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [396]
[388]    0.0    0.00    0.00   56577         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [388]
                0.00    0.00   56577/169731      __gnu_cxx::new_allocator<int>::max_size() const [302]
-----------------------------------------------
                0.00    0.00   56577/56577       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [397]
[389]    0.0    0.00    0.00   56577         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [389]
                0.00    0.00   56577/299139      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [275]
                0.00    0.00   56577/1979786     operator new(unsigned long, void*) [191]
-----------------------------------------------
                0.00    0.00   56577/56577       Organism::~Organism() [31]
[390]    0.0    0.00    0.00   56577         __gnu_cxx::__normal_iterator<Protein**, std::vector<Protein*, std::allocator<Protein*> > >::operator++() [390]
-----------------------------------------------
                0.00    0.00   56577/56577       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [110]
[391]    0.0    0.00    0.00   56577         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [391]
                0.00    0.00  113154/226308      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [279]
-----------------------------------------------
                0.00    0.00   56577/56577       Organism::~Organism() [31]
[392]    0.0    0.00    0.00   56577         __gnu_cxx::__normal_iterator<Protein**, std::vector<Protein*, std::allocator<Protein*> > >::operator*() const [392]
-----------------------------------------------
                0.00    0.00   56577/56577       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [110]
[393]    0.0    0.00    0.00   56577         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [393]
                0.00    0.00  226308/1939073     std::vector<int, std::allocator<int> >::size() const [192]
                0.00    0.00  113154/113154      std::vector<int, std::allocator<int> >::max_size() const [328]
                0.00    0.00   56577/159331      unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [304]
-----------------------------------------------
                0.00    0.00   56577/56577       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [110]
[394]    0.0    0.00    0.00   56577         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [394]
                0.00    0.00   56577/56577       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [396]
-----------------------------------------------
                0.00    0.00   56577/56577       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [222]
[395]    0.0    0.00    0.00   56577         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [395]
                0.00    0.00   56577/56577       __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [387]
-----------------------------------------------
                0.00    0.00   56577/56577       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [394]
[396]    0.0    0.00    0.00   56577         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [396]
                0.00    0.00   56577/56577       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [388]
-----------------------------------------------
                0.00    0.00   56577/56577       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [110]
[397]    0.0    0.00    0.00   56577         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [397]
                0.00    0.00   56577/299139      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [275]
                0.00    0.00   56577/56577       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [389]
-----------------------------------------------
                0.00    0.00   56577/56577       std::vector<int, std::allocator<int> >::push_back(int const&) [111]
[398]    0.0    0.00    0.00   56577         std::vector<int, std::allocator<int> >::end() [398]
                0.00    0.00   56577/113154      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [326]
-----------------------------------------------
                0.00    0.00   56577/56577       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [110]
[399]    0.0    0.00    0.00   56577         std::vector<int, std::allocator<int> >::begin() [399]
                0.00    0.00   56577/113154      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [326]
-----------------------------------------------
                0.00    0.00   56577/56577       Organism::compute_protein() [82]
[400]    0.0    0.00    0.00   56577         std::vector<int, std::allocator<int> >::operator[](unsigned long) [400]
-----------------------------------------------
                0.00    0.00    3792/56423       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, Protein*> >*, std::_Rb_tree_node_base*, int const&) [338]
                0.00    0.00   52631/56423       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, Protein*> >*) [527]
[401]    0.0    0.00    0.00   56423         std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_S_right(std::_Rb_tree_node_base*) [401]
-----------------------------------------------
                0.00    0.00   54908/54908       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, std::_Rb_tree_const_iterator<std::pair<int const, signed char> >) [551]
[402]    0.0    0.00    0.00   54908         std::operator!=(std::_Rb_tree_const_iterator<std::pair<int const, signed char> > const&, std::_Rb_tree_const_iterator<std::pair<int const, signed char> > const&) [402]
-----------------------------------------------
                0.00    0.00    3028/53959       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, int const&) [158]
                0.00    0.00   50931/53959       std::_Rb_tree_node<std::pair<int const, signed char> >* std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_copy<std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Reuse_or_alloc_node>(std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > > const&, std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Reuse_or_alloc_node&) [80]
[403]    0.0    0.00    0.00   53959         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_leftmost() [403]
-----------------------------------------------
                0.00    0.00   53030/53030       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, std::_Rb_tree_const_iterator<std::pair<int const, signed char> >) [551]
